OBJECTID,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,NOM_LOC,pop_t,pop_m,pop_h,pob_nat,pob_for,pob_dis,pop_ssal,viv_t,viv_hab,H3,H4,TT,H5,H1,H2,inun_pluv,licuefacc,nivel-mar,tsunami,fallas_fra,inun_fluvi
"92","1802000431143004","18","020","0043","1143","004",Urbana,Típica,Las Jarretaderas,"12","6","6","10","0","0","5","20","3",0.000000000000000,99.999999999999986,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,99.999999999999986,0.000000000000000,99.999999999999986,0.000000000000000,100.000000000000000
"93","1802000431143003","18","020","0043","1143","003",Urbana,Típica,Las Jarretaderas,"18","9","9","10","8","0","7","21","10",0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000
"94","1802000431143002","18","020","0043","1143","002",Urbana,Típica,Las Jarretaderas,"19","11","8","10","7","0","10","21","8",0.000000000000000,99.999999999999986,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,99.999999999999986,0.000000000000000,99.999999999999986,0.000000000000000,100.000000000000000
"95","1802000431069003","18","020","0043","1069","003",Urbana,Típica,Las Jarretaderas,"6","3","3","5","0","0","4","20","3",0.000000000000000,100.000000000000014,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000014,0.000000000000000,100.000000000000014,0.000000000000000,100.000000000000000
"96","1802000431069001","18","020","0043","1069","001",Urbana,Típica,Las Jarretaderas,"19","8","11","10","8","0","8","24","7",0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,99.999999999999986
"97","1802000881694003","18","020","0088","1694","003",Urbana,Típica,San Vicente,"93","52","41","17","75","0","24","36","28",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"98","1802000881694001","18","020","0088","1694","001",Urbana,Típica,San Vicente,"192","93","99","61","130","18","62","60","52",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"99","1802000881035035","18","020","0088","1035","035",Urbana,Típica,San Vicente,"247","117","130","46","197","7","47","84","76",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"100","1802000881035034","18","020","0088","1035","034",Urbana,Típica,San Vicente,"157","77","80","31","124","8","38","60","48",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"101","1802000881035033","18","020","0088","1035","033",Urbana,Típica,San Vicente,"42","18","24","5","37","0","8","17","14",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"102","1802000881321035","18","020","0088","1321","035",Urbana,Típica,San Vicente,"67","37","30","18","47","0","54","19","18",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"103","1802000881321033","18","020","0088","1321","033",Urbana,Típica,San Vicente,"42","28","14","9","31","0","24","11","9",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"104","1802000881321032","18","020","0088","1321","032",Urbana,Típica,San Vicente,"70","34","36","30","40","0","34","26","22",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"105","1802000881035017","18","020","0088","1035","017",Urbana,Típica,San Vicente,"93","45","48","18","74","0","19","40","31",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"106","1802000881035016","18","020","0088","1035","016",Urbana,Típica,San Vicente,"117","56","61","24","92","0","30","40","35",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"107","1802000881035015","18","020","0088","1035","015",Urbana,Típica,San Vicente,"182","91","91","20","161","0","20","61","54",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,77.594370744615759,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"108","1802000881035014","18","020","0088","1035","014",Urbana,Típica,San Vicente,"65","35","30","14","50","0","18","26","19",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"109","1802000831514001","18","020","0083","1514","001",Urbana,Típica,San José del Valle,"75","37","38","18","56","0","8","27","24",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"110","1802000531389009","18","020","0053","1389","009",Urbana,Típica,Mezcales,"26","18","8","7","14","0","13","6","5",0.000000000000000,0.000000000000000,0.000000000000000,78.977824290422674,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000014,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"111","1802000531389008","18","020","0053","1389","008",Urbana,Típica,Mezcales,"0","0","0","0","0","0","0","1","0",0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"112","1802000531389006","18","020","0053","1389","006",Urbana,Típica,Mezcales,"11","7","4","0","11","0","6","10","3",0.000000000000000,0.000000000000000,0.000000000000000,10.720309856007965,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"113","1802000531389005","18","020","0053","1389","005",Urbana,Típica,Mezcales,"19","8","11","8","11","0","14","7","4",0.000000000000000,0.000000000000000,0.000000000000000,75.464042552340814,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"114","1802000491938001","18","020","0049","1938","001",Urbana,Típica,San Clemente de Lima,"42","19","23","15","27","3","9","20","13",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"115","1802000491961005","18","020","0049","1961","005",Urbana,Típica,San Clemente de Lima,"51","20","31","9","40","3","6","16","15",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"116","1802000881317009","18","020","0088","1317","009",Urbana,Típica,San Vicente,"58","30","28","12","46","0","3","18","15",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"117","1802000881035018","18","020","0088","1035","018",Urbana,Típica,San Vicente,"12","5","7","0","9","0","0","7","5",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,81.991621764216177,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"118","1802000881321026","18","020","0088","1321","026",Urbana,Típica,San Vicente,"58","28","30","17","41","6","32","19","18",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"119","1802000881035031","18","020","0088","1035","031",Urbana,Típica,San Vicente,"32","20","12","5","27","0","8","12","11",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"120","1802000531001005","18","020","0053","1001","005",Urbana,Típica,Mezcales,"0","0","0","0","0","0","0","3","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"121","1802000531459004","18","020","0053","1459","004",Urbana,Típica,Mezcales,"23","16","7","3","17","0","5","10","7",0.096939857226547,45.665800746130657,0.000000000000000,53.332882794188329,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"122","1802000491995002","18","020","0049","1995","002",Urbana,Típica,San Clemente de Lima,"20","11","9","9","11","0","0","23","7",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"123",180200043143A006,"18","020","0043",143A,"006",Urbana,Típica,Las Jarretaderas,"9","4","5","4","4","0","0","9","4",0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"125",180200088175A002,"18","020","0088",175A,"002",Urbana,Típica,San Vicente,"121","56","65","22","98","4","22","59","36",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000
"126",180200088175A001,"18","020","0088",175A,"001",Urbana,Típica,San Vicente,"138","70","68","27","111","7","34","60","43",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,36.657747299868753
"127",180200088175A005,"18","020","0088",175A,"005",Urbana,Típica,San Vicente,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"128",180200088175A004,"18","020","0088",175A,"004",Urbana,Típica,San Vicente,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"129",180200088175A003,"18","020","0088",175A,"003",Urbana,Típica,San Vicente,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"130","1802000881393003","18","020","0088","1393","003",Urbana,Típica,San Vicente,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"131","1802000881035037","18","020","0088","1035","037",Urbana,Típica,San Vicente,"143","69","74","38","104","0","37","54","47",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"132",180200088136A015,"18","020","0088",136A,"015",Urbana,Típica,San Vicente,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000
"133",180200088136A014,"18","020","0088",136A,"014",Urbana,Típica,San Vicente,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000
